`,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,COLLISION_ID,VEHICLE TYPE CODE 1
06/26/2021,17:23,BRONX,10474,40.81358,-73.89385,"(40.81358, -73.89385)",Unspecified,,4456700,Sedan
9/11/2021,23:18,,,40.575302,-73.98453,"(40.575302, -73.98453)",Passing or Lane Usage Improper,Turning Improperly,4456023,Sedan
9/10/2021,13:10,BROOKLYN,11212,40.66843,-73.91919,"(40.66843, -73.91919)",Driver Inattention/Distraction,Unspecified,4456810,Sedan
9/11/2021,15:45,,,40.81701,-73.9595,"(40.81701, -73.9595)",Unspecified,Unspecified,4456105,Sedan
7/08/2021,16:00,BRONX,10458,40.85755,-73.882835,"(40.85755, -73.882835)",Backing Unsafely,Unspecified,4456668,Station Wagon/Sport Utility Vehicle
9/02/2021,19:56,,,40.89711,-73.88008,"(40.89711, -73.88008)",Unspecified,,4456867,Sedan
9/11/2021,15:45,,,40.685795,-73.911644,"(40.685795, -73.911644)",Following Too Closely,Unspecified,4456988,Station Wagon/Sport Utility Vehicle
9/07/2021,22:30,,,40.69305,-73.799446,"(40.69305, -73.799446)",Driver Inattention/Distraction,Unspecified,4456859,Station Wagon/Sport Utility Vehicle
06/25/2021,14:35,QUEENS,11691,40.609535,-73.75372,"(40.609535, -73.75372)",Unspecified,Unspecified,4456663,Pick-up Truck
7/08/2021,18:40,,,40.720627,-74.00522,"(40.720627, -74.00522)",Unsafe Lane Changing,Unspecified,4456624,Sedan
7/04/2021,4:00,QUEENS,11369,40.763496,-73.87814,"(40.763496, -73.87814)",Unspecified,,4456563,Station Wagon/Sport Utility Vehicle
7/08/2021,21:19,QUEENS,11416,40.686646,-73.849075,"(40.686646, -73.849075)",Unsafe Speed,Unspecified,4456656,Sedan
9/11/2021,15:01,BROOKLYN,11235,40.579445,-73.9544,"(40.579445, -73.9544)",Driver Inattention/Distraction,Unspecified,4456388,Sedan
9/10/2021,19:00,MANHATTAN,10019,40.762966,-73.973976,"(40.762966, -73.973976)",Driver Inattention/Distraction,Unspecified,4456757,Sedan
9/11/2021,0:20,,,40.76555,-73.83911,"(40.76555, -73.83911)",Driver Inexperience,Unspecified,4455827,Sedan
9/10/2021,10:55,MANHATTAN,10028,40.779602,-73.95553,"(40.779602, -73.95553)",Backing Unsafely,,4456511,Sedan
9/11/2021,1:39,STATEN ISLAND,10312,40.553192,-74.164345,"(40.553192, -74.164345)",Unsafe Speed,Unspecified,4456741,Sedan
9/11/2021,18:16,BRONX,10460,40.836094,-73.883995,"(40.836094, -73.883995)",Failure to Yield Right-of-Way,Unspecified,4455973,E-Bike
7/08/2021,12:58,BROOKLYN,11229,40.59692,-73.94122,"(40.59692, -73.94122)",Unspecified,,4456695,Sedan
9/11/2021,22:30,BROOKLYN,11204,40.62318,-73.98611,"(40.62318, -73.98611)",Unspecified,Unspecified,4456420,Sedan
9/11/2021,18:55,BROOKLYN,11207,40.67562,-73.88826,"(40.67562, -73.88826)",Unspecified,Unspecified,4456317,Tow Truck / Wrecker
9/07/2021,12:42,MANHATTAN,10026,40.80609,-73.95414,"(40.80609, -73.95414)",Unsafe Speed,,4456781,Sedan
9/10/2021,17:39,BRONX,10467,40.87739,-73.8665,"(40.87739, -73.8665)",Unsafe Lane Changing,Driver Inattention/Distraction,4457006,Station Wagon/Sport Utility Vehicle
9/11/2021,19:20,,,40.689133,-73.951324,"(40.689133, -73.951324)",Driver Inattention/Distraction,Failure to Yield Right-of-Way,4456149,Sedan
06/30/2021,19:20,BRONX,10452,40.83604,-73.92222,"(40.83604, -73.92222)",Passing or Lane Usage Improper,Unspecified,4456667,Sedan
9/10/2021,20:19,MANHATTAN,10021,40.76649,-73.95696,"(40.76649, -73.95696)",Driver Inattention/Distraction,,4456885,Station Wagon/Sport Utility Vehicle
7/08/2021,13:26,BROOKLYN,11222,40.731613,-73.9545,"(40.731613, -73.9545)",Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4456595,Pick-up Truck
9/11/2021,8:45,MANHATTAN,10038,40.708324,-74.00311,"(40.708324, -74.00311)",Driver Inattention/Distraction,Unspecified,4456980,Sedan
9/11/2021,19:00,BROOKLYN,11203,40.65375,-73.931274,"(40.65375, -73.931274)",Unsafe Speed,Unspecified,4456203,Station Wagon/Sport Utility Vehicle
7/04/2021,23:50,,,,,,Driver Inattention/Distraction,Unspecified,4456564,Sedan
7/01/2021,8:10,QUEENS,11691,40.60675,-73.756645,"(40.60675, -73.756645)",Passing Too Closely,Unspecified,4456678,Station Wagon/Sport Utility Vehicle
9/11/2021,3:00,,,,,,Unspecified,Unspecified,4456052,Van
03/25/2022,9:55,QUEENS,11101,40.743534,-73.93951,"(40.743534, -73.93951)",Driver Inattention/Distraction,Unspecified,4514217,Sedan
9/01/2021,19:30,QUEENS,11434,40.678364,-73.77949,"(40.678364, -73.77949)",Failure to Yield Right-of-Way,,4456903,Sedan
9/10/2021,15:20,MANHATTAN,10013,40.724274,-74.01136,"(40.724274, -74.01136)",Driver Inattention/Distraction,Driver Inattention/Distraction,4456982,Sedan
9/11/2021,15:30,,,,,,Following Too Closely,Unspecified,4456544,Sedan
9/11/2021,14:34,MANHATTAN,10031,40.8188,-73.956024,"(40.8188, -73.956024)",Driver Inexperience,,4456104,Box Truck
9/10/2021,9:00,QUEENS,11433,40.69558,-73.788704,"(40.69558, -73.788704)",Driver Inattention/Distraction,Unspecified,4456860,Pick-up Truck
9/11/2021,3:25,,,40.80484,-73.912796,"(40.80484, -73.912796)",Unspecified,Unspecified,4456454,Pick-up Truck
9/11/2021,1:00,BROOKLYN,11225,40.658466,-73.96049,"(40.658466, -73.96049)",Driver Inattention/Distraction,Unspecified,4455840,Pick-up Truck
9/11/2021,11:25,BRONX,10468,40.868164,-73.90054,"(40.868164, -73.90054)",Driver Inattention/Distraction,Unspecified,4456235,Sedan
9/11/2021,21:30,BROOKLYN,11225,40.66169,-73.96143,"(40.66169, -73.96143)",Driver Inexperience,Unspecified,4455935,Sedan
7/09/2021,12:30,BRONX,10467,40.87037,-73.87052,"(40.87037, -73.87052)",Driver Inattention/Distraction,Unspecified,4456710,E-Bike
9/05/2021,21:18,QUEENS,11412,40.69674,-73.76292,"(40.69674, -73.76292)",Unspecified,Unspecified,4457021,Sedan
9/11/2021,3:00,BROOKLYN,11207,40.65958,-73.89247,"(40.65958, -73.89247)",Driver Inattention/Distraction,Unspecified,4456296,Station Wagon/Sport Utility Vehicle
9/11/2021,11:30,,,40.83232,-73.87395,"(40.83232, -73.87395)",Unsafe Speed,Unspecified,4456043,Station Wagon/Sport Utility Vehicle
9/11/2021,21:35,QUEENS,11385,40.708534,-73.914925,"(40.708534, -73.914925)",Unspecified,Unspecified,4456227,Sedan
7/08/2021,16:04,QUEENS,11105,40.777496,-73.90784,"(40.777496, -73.90784)",Unspecified,,4456682,Sedan
7/02/2021,14:00,,,40.83406,-73.944885,"(40.83406, -73.944885)",Driver Inattention/Distraction,,4456576,
9/11/2021,23:20,QUEENS,11430,40.66615,-73.80575,"(40.66615, -73.80575)",Following Too Closely,Unspecified,4456134,Sedan
7/08/2021,12:25,,,,,,Unspecified,,4456583,Sedan
7/08/2021,15:15,MANHATTAN,10039,40.82324,-73.938835,"(40.82324, -73.938835)",Passing Too Closely,Unspecified,4456605,Sedan
7/09/2021,12:22,QUEENS,11435,40.6974,-73.80952,"(40.6974, -73.80952)",Failure to Yield Right-of-Way,Unspecified,4456699,Bus
9/09/2021,15:15,,,,,,Unsafe Speed,Unspecified,4456536,Pick-up Truck
7/09/2021,3:25,QUEENS,11434,40.67897,-73.75985,"(40.67897, -73.75985)",Traffic Control Disregarded,Unspecified,4456650,Sedan
9/11/2021,2:05,STATEN ISLAND,10304,40.590313,-74.09794,"(40.590313, -74.09794)",Animals Action,Unspecified,4456752,Station Wagon/Sport Utility Vehicle
7/09/2021,0:00,BROOKLYN,11239,40.654343,-73.864204,"(40.654343, -73.864204)",Passing Too Closely,Unspecified,4456637,Station Wagon/Sport Utility Vehicle
9/11/2021,15:30,STATEN ISLAND,10310,40.62782,-74.12126,"(40.62782, -74.12126)",Driver Inattention/Distraction,Unspecified,4456769,Sedan
9/10/2021,21:27,,,40.592037,-74.15436,"(40.592037, -74.15436)",Driver Inattention/Distraction,Unspecified,4456786,Sedan
9/08/2021,10:10,,,40.79293,-73.950005,"(40.79293, -73.950005)",Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,4456798,Sedan
9/11/2021,10:00,,,40.8452,-73.916885,"(40.8452, -73.916885)",Reaction to Uninvolved Vehicle,,4456410,Motorcycle
9/11/2021,7:58,QUEENS,11367,40.72609,-73.830154,"(40.72609, -73.830154)",Driver Inattention/Distraction,Following Too Closely,4455912,Sedan
9/11/2021,16:25,MANHATTAN,10022,40.76092,-73.96704,"(40.76092, -73.96704)",Driver Inattention/Distraction,Driver Inattention/Distraction,4455917,Taxi
05/21/2019,22:50,BROOKLYN,11201,40.69754,-73.98312,"(40.69754, -73.98312)",Passing or Lane Usage Improper,Unspecified,4136992,�MBU
01/21/2020,15:49,,,,,,Driver Inattention/Distraction,Unspecified,4277087,Sedan
02/26/2021,14:50,BRONX,10461,40.843464,-73.836,"(40.843464, -73.836)",Unspecified,Unspecified,4395664,Station Wagon/Sport Utility Vehicle
3/09/2021,11:00,,,40.692547,-73.990974,"(40.692547, -73.990974)",Following Too Closely,Unspecified,4397513,Pick-up Truck
03/31/2021,22:20,BROOKLYN,11234,40.626457,-73.918,"(40.626457, -73.918)",Driver Inexperience,Unspecified,4403773,Sedan
4/06/2021,22:58,STATEN ISLAND,10312,40.526894,-74.16728,"(40.526894, -74.16728)",Failure to Yield Right-of-Way,Unsafe Speed,4405244,Station Wagon/Sport Utility Vehicle
4/09/2021,14:45,,,40.840775,-73.87246,"(40.840775, -73.87246)",Driver Inattention/Distraction,Unspecified,4405914,Sedan
04/14/2021,13:00,,,,,,Following Too Closely,Unspecified,4408191,Station Wagon/Sport Utility Vehicle
04/14/2021,11:00,,,40.694035,-73.72679,"(40.694035, -73.72679)",Brakes Defective,Unspecified,4407366,Station Wagon/Sport Utility Vehicle
04/16/2021,21:15,,,,,,Driver Inattention/Distraction,Unspecified,4408149,Station Wagon/Sport Utility Vehicle
04/15/2021,13:30,BRONX,10461,40.857365,-73.84657,"(40.857365, -73.84657)",Following Too Closely,Unspecified,4407778,Sedan
04/14/2021,14:40,,,40.698807,-73.91837,"(40.698807, -73.91837)",Passing Too Closely,Unspecified,4407461,Box Truck
04/14/2021,21:43,QUEENS,11429,40.71402,-73.74827,"(40.71402, -73.74827)",Turning Improperly,Unspecified,4407407,Station Wagon/Sport Utility Vehicle
04/16/2021,17:40,BRONX,10474,40.815,-73.89402,"(40.815, -73.89402)",Unspecified,Unspecified,4407900,Sedan
04/16/2021,0:50,,,40.55079,-74.20098,"(40.55079, -74.20098)",Driver Inexperience,Unspecified,4407760,Sedan
04/15/2021,10:30,BROOKLYN,11207,40.655903,-73.89817,"(40.655903, -73.89817)",Unspecified,Unspecified,4407746,Sedan
04/16/2021,16:35,BRONX,10475,40.890076,-73.819855,"(40.890076, -73.819855)",Unsafe Speed,Unspecified,4408143,Station Wagon/Sport Utility Vehicle
04/15/2021,17:20,BROOKLYN,11236,40.650402,-73.89422,"(40.650402, -73.89422)",Following Too Closely,Unspecified,4407638,Sedan
04/16/2021,21:20,MANHATTAN,10025,40.79335,-73.97275,"(40.79335, -73.97275)",Backing Unsafely,Unspecified,4407958,Sedan
04/16/2021,17:20,MANHATTAN,10012,40.72538,-74.00011,"(40.72538, -74.00011)",Driver Inattention/Distraction,Unspecified,4407885,Station Wagon/Sport Utility Vehicle
04/15/2021,14:30,QUEENS,11377,40.75184,-73.90358,"(40.75184, -73.90358)",Driver Inattention/Distraction,Driver Inattention/Distraction,4407616,Sedan
9/11/2021,22:57,,,40.755516,-73.961105,"(40.755516, -73.961105)",Unsafe Speed,Unspecified,4456355,PK
04/16/2021,23:20,BROOKLYN,11226,40.649788,-73.9622,"(40.649788, -73.9622)",Unspecified,Unspecified,4408038,Station Wagon/Sport Utility Vehicle
04/16/2021,18:15,BROOKLYN,11221,40.686928,-73.920815,"(40.686928, -73.920815)",Driver Inattention/Distraction,Unspecified,4408224,Sedan
04/14/2021,13:00,BROOKLYN,11211,40.712963,-73.93647,"(40.712963, -73.93647)",Passing or Lane Usage Improper,Unspecified,4407392,Pick-up Truck
06/30/2021,11:47,QUEENS,11412,40.694294,-73.74868,"(40.694294, -73.74868)",Passing Too Closely,Unspecified,4456603,Station Wagon/Sport Utility Vehicle
04/14/2021,20:14,,,40.801285,-73.95394,"(40.801285, -73.95394)",Driver Inattention/Distraction,Unspecified,4407765,Sedan
04/14/2021,15:16,BROOKLYN,11220,40.633976,-74.02211,"(40.633976, -74.02211)",Passing Too Closely,Unspecified,4407821,Sedan
04/15/2021,19:30,,,40.670296,-73.997604,"(40.670296, -73.997604)",Unspecified,,4407971,Sedan
04/16/2021,13:15,,,40.66423,-73.919106,"(40.66423, -73.919106)",View Obstructed/Limited,Driver Inexperience,4408071,Station Wagon/Sport Utility Vehicle
04/14/2021,21:08,BRONX,10451,40.817696,-73.922615,"(40.817696, -73.922615)",Steering Failure,Unspecified,4407430,Station Wagon/Sport Utility Vehicle
04/13/2021,20:34,BROOKLYN,11213,40.668495,-73.925606,"(40.668495, -73.925606)",Failure to Yield Right-of-Way,,4408259,Sedan
04/13/2021,14:10,QUEENS,11434,40.662476,-73.768326,"(40.662476, -73.768326)",Unspecified,,4407049,Sedan
04/14/2021,22:00,,,,,,Unspecified,,4408369,Station Wagon/Sport Utility Vehicle
04/15/2021,12:16,BRONX,10460,40.841087,-73.86447,"(40.841087, -73.86447)",Traffic Control Disregarded,Unspecified,4407592,Station Wagon/Sport Utility Vehicle
04/15/2021,18:15,BROOKLYN,11211,40.70955,-73.95887,"(40.70955, -73.95887)",Unspecified,,4407674,Sedan
04/15/2021,19:30,,,40.733376,-73.86665,"(40.733376, -73.86665)",Passing or Lane Usage Improper,Unspecified,4407708,Sedan
04/14/2021,21:04,BROOKLYN,11206,40.700356,-73.95732,"(40.700356, -73.95732)",Drugs (illegal),Unspecified,4408396,Station Wagon/Sport Utility Vehicle
04/14/2021,1:40,,,40.83801,-73.87329,"(40.83801, -73.87329)",Other Vehicular,Unsafe Speed,4407152,Sedan
04/16/2021,18:00,,,40.66584,-73.75551,"(40.66584, -73.75551)",Reaction to Uninvolved Vehicle,Unspecified,4407862,Sedan
04/14/2021,8:30,,,,,,Following Too Closely,Unspecified,4407435,Sedan
04/15/2021,12:05,,,40.761436,-73.76995,"(40.761436, -73.76995)",Driver Inattention/Distraction,,4407636,Station Wagon/Sport Utility Vehicle
04/16/2021,11:00,QUEENS,11368,40.74958,-73.86541,"(40.74958, -73.86541)",Turning Improperly,Unspecified,4407792,Station Wagon/Sport Utility Vehicle
04/16/2021,17:00,QUEENS,11366,40.73197,-73.78651,"(40.73197, -73.78651)",Traffic Control Disregarded,Unspecified,4407853,Sedan
04/16/2021,12:00,,,40.76249,-73.839584,"(40.76249, -73.839584)",Unspecified,Unspecified,4408205,Box Truck
04/16/2021,20:27,,,40.668507,-73.779625,"(40.668507, -73.779625)",Unspecified,,4407945,Sedan
04/15/2021,18:25,BROOKLYN,11203,40.638268,-73.93187,"(40.638268, -73.93187)",Unspecified,Unspecified,4408118,Sedan
4/12/2021,16:08,BROOKLYN,11221,40.696735,-73.93481,"(40.696735, -73.93481)",Unspecified,Unspecified,4408242,Station Wagon/Sport Utility Vehicle
04/14/2021,11:55,,,40.870823,-73.8721,"(40.870823, -73.8721)",Aggressive Driving/Road Rage,Unspecified,4407563,Sedan
04/14/2021,1:30,,,40.574867,-74.00069,"(40.574867, -74.00069)",Driver Inattention/Distraction,Unspecified,4408098,Sedan
04/14/2021,3:25,,,40.866577,-73.8722,"(40.866577, -73.8722)",Unsafe Speed,,4407169,Station Wagon/Sport Utility Vehicle
04/16/2021,8:05,QUEENS,11102,40.775414,-73.91984,"(40.775414, -73.91984)",Following Too Closely,Unspecified,4407798,Station Wagon/Sport Utility Vehicle
04/15/2021,20:13,BRONX,10457,40.84744,-73.89968,"(40.84744, -73.89968)",Driver Inattention/Distraction,,4407797,
04/14/2021,16:30,STATEN ISLAND,10308,40.542908,-74.15579,"(40.542908, -74.15579)",Failure to Yield Right-of-Way,Unspecified,4407349,Station Wagon/Sport Utility Vehicle
04/14/2021,20:15,,,40.78468,-73.80911,"(40.78468, -73.80911)",Passing Too Closely,Unspecified,4407994,Station Wagon/Sport Utility Vehicle
04/15/2021,16:37,BROOKLYN,11210,40.632416,-73.94724,"(40.632416, -73.94724)",Driver Inattention/Distraction,,4408032,Sedan
04/15/2021,6:05,BROOKLYN,11237,40.714207,-73.92817,"(40.714207, -73.92817)",Driver Inattention/Distraction,Driver Inattention/Distraction,4407478,Sedan
04/16/2021,8:40,QUEENS,11379,40.727913,-73.873245,"(40.727913, -73.873245)",Failure to Yield Right-of-Way,,4407924,Sedan
04/15/2021,20:15,BRONX,10461,40.854485,-73.854645,"(40.854485, -73.854645)",Turning Improperly,,4408315,Ambulance
04/13/2021,23:00,BROOKLYN,11237,40.698986,-73.91671,"(40.698986, -73.91671)",Driver Inattention/Distraction,Unspecified,4407892,Sedan
04/16/2021,20:55,MANHATTAN,10032,40.841717,-73.94435,"(40.841717, -73.94435)",Driver Inattention/Distraction,Unspecified,4408280,Sedan
04/15/2021,17:25,BRONX,10475,40.861687,-73.82435,"(40.861687, -73.82435)",Unspecified,,4408403,Sedan
04/16/2021,6:45,BROOKLYN,11221,40.691822,-73.92223,"(40.691822, -73.92223)",Reaction to Uninvolved Vehicle,Driver Inattention/Distraction,4407753,Station Wagon/Sport Utility Vehicle
4/10/2021,12:00,BRONX,10453,40.856014,-73.91213,"(40.856014, -73.91213)",Unspecified,Unspecified,4408003,Sedan
04/14/2021,15:53,,,40.83383,-73.921234,"(40.83383, -73.921234)",Reaction to Uninvolved Vehicle,Unspecified,4407497,Station Wagon/Sport Utility Vehicle
4/09/2021,17:00,,,40.68781,-73.9237,"(40.68781, -73.9237)",Backing Unsafely,Unspecified,4408229,Station Wagon/Sport Utility Vehicle
04/14/2021,19:10,BROOKLYN,11218,40.642044,-73.98124,"(40.642044, -73.98124)",Unspecified,Unspecified,4407525,Sedan
04/16/2021,13:55,QUEENS,11385,40.69814,-73.89111,"(40.69814, -73.89111)",Unsafe Speed,Failure to Yield Right-of-Way,4407817,Station Wagon/Sport Utility Vehicle
04/14/2021,0:00,BROOKLYN,11203,40.64664,-73.9246,"(40.64664, -73.9246)",Driver Inattention/Distraction,Unspecified,4407539,Station Wagon/Sport Utility Vehicle
9/11/2021,20:00,QUEENS,11429,40.703217,-73.73427,"(40.703217, -73.73427)",Unspecified,Unspecified,4455944,Sedan
04/16/2021,16:00,,,40.680897,-73.95118,"(40.680897, -73.95118)",Driver Inattention/Distraction,Unspecified,4408306,Sedan
04/15/2021,22:25,MANHATTAN,10036,40.760822,-73.99832,"(40.760822, -73.99832)",Failure to Yield Right-of-Way,,4407830,Sedan
04/14/2021,10:09,MANHATTAN,10016,40.74608,-73.974945,"(40.74608, -73.974945)",Unspecified,Unspecified,4407282,Tow Truck / Wrecker
04/16/2021,0:01,BROOKLYN,11228,40.626293,-74.01572,"(40.626293, -74.01572)",Driver Inexperience,Unspecified,4407688,Station Wagon/Sport Utility Vehicle
04/15/2021,20:45,MANHATTAN,10065,40.767967,-73.96822,"(40.767967, -73.96822)",Driver Inattention/Distraction,,4407701,Sedan
04/15/2021,7:00,BROOKLYN,11207,40.673634,-73.89294,"(40.673634, -73.89294)",Driver Inattention/Distraction,Unspecified,4407728,Sedan
04/15/2021,10:45,BROOKLYN,11224,40.579212,-73.976265,"(40.579212, -73.976265)",Following Too Closely,Unspecified,4408052,Station Wagon/Sport Utility Vehicle
04/16/2021,12:00,STATEN ISLAND,10306,40.57365,-74.11252,"(40.57365, -74.11252)",Failure to Yield Right-of-Way,Unspecified,4407849,Sedan
04/14/2021,6:50,,,40.73632,-73.85631,"(40.73632, -73.85631)",Following Too Closely,Following Too Closely,4407320,Station Wagon/Sport Utility Vehicle
04/14/2021,3:39,BROOKLYN,11230,40.619396,-73.969574,"(40.619396, -73.969574)",Unspecified,Unspecified,4407291,Sedan
04/16/2021,22:00,,,40.820263,-73.92976,"(40.820263, -73.92976)",Unspecified,,4408200,Sedan
04/14/2021,0:00,,,40.601864,-74.00232,"(40.601864, -74.00232)",Failure to Yield Right-of-Way,Unspecified,4407649,Station Wagon/Sport Utility Vehicle
04/15/2021,19:10,,,40.810318,-73.943634,"(40.810318, -73.943634)",Driver Inattention/Distraction,Unspecified,4407802,Sedan
04/14/2021,13:35,,,40.666306,-73.79171,"(40.666306, -73.79171)",Driver Inattention/Distraction,Unspecified,4407345,Station Wagon/Sport Utility Vehicle
04/16/2021,15:05,BROOKLYN,11237,40.708805,-73.92577,"(40.708805, -73.92577)",Failure to Yield Right-of-Way,Unspecified,4408356,Sedan
04/14/2021,9:33,BRONX,10472,40.826424,-73.85868,"(40.826424, -73.85868)",Failure to Yield Right-of-Way,Unspecified,4407245,Station Wagon/Sport Utility Vehicle
04/13/2021,16:05,,,40.63174,-73.96793,"(40.63174, -73.96793)",Unspecified,Unspecified,4408057,Station Wagon/Sport Utility Vehicle
04/15/2021,9:27,,,0,0,"(0.0, 0.0)",Backing Unsafely,Unspecified,4407538,Station Wagon/Sport Utility Vehicle
04/16/2021,11:45,BROOKLYN,11222,40.727146,-73.954735,"(40.727146, -73.954735)",Passing Too Closely,Unspecified,4408332,Sedan
4/11/2021,8:56,,,40.67253,-73.798386,"(40.67253, -73.798386)",Driver Inattention/Distraction,Unspecified,4407785,Sedan
04/16/2021,13:02,QUEENS,11385,40.702335,-73.89073,"(40.702335, -73.89073)",Driver Inattention/Distraction,Unspecified,4407929,Sedan
04/14/2021,0:00,BROOKLYN,11235,40.587894,-73.95504,"(40.587894, -73.95504)",Driver Inattention/Distraction,Unspecified,4407425,Station Wagon/Sport Utility Vehicle
04/16/2021,5:30,BROOKLYN,11236,40.65047,-73.917366,"(40.65047, -73.917366)",Driver Inattention/Distraction,Unspecified,4408123,Station Wagon/Sport Utility Vehicle
04/16/2021,20:26,MANHATTAN,10032,40.836555,-73.94306,"(40.836555, -73.94306)",Failure to Yield Right-of-Way,,4408290,
04/13/2021,9:00,BRONX,10475,40.870056,-73.83222,"(40.870056, -73.83222)",Unspecified,,4408412,Sedan
04/15/2021,11:45,,,40.579372,-74.16948,"(40.579372, -74.16948)",Passing or Lane Usage Improper,Unspecified,4407757,Station Wagon/Sport Utility Vehicle
4/01/2021,0:10,MANHATTAN,10027,40.805138,-73.945244,"(40.805138, -73.945244)",Reaction to Uninvolved Vehicle,Unspecified,4407770,Station Wagon/Sport Utility Vehicle
04/15/2021,11:41,BRONX,10468,40.85968,-73.90427,"(40.85968, -73.90427)",Passing Too Closely,Unspecified,4407554,Sedan
04/15/2021,2:00,,,40.605595,-73.98404,"(40.605595, -73.98404)",Driver Inattention/Distraction,Unspecified,4407873,Sedan
04/15/2021,0:05,BRONX,10473,40.819214,-73.84662,"(40.819214, -73.84662)",Steering Failure,Unspecified,4407502,Station Wagon/Sport Utility Vehicle
04/16/2021,11:30,BRONX,10459,40.827972,-73.88707,"(40.827972, -73.88707)",Unspecified,,4408044,Sedan
04/16/2021,15:30,,,40.66496,-73.82226,"(40.66496, -73.82226)",Fell Asleep,Unspecified,4408165,Sedan
04/14/2021,15:00,,,40.719177,-73.79223,"(40.719177, -73.79223)",Driver Inattention/Distraction,Unspecified,4407544,Sedan
04/14/2021,8:03,MANHATTAN,10017,40.748825,-73.96984,"(40.748825, -73.96984)",Driver Inattention/Distraction,,4407277,Taxi
04/16/2021,7:45,QUEENS,11377,40.733597,-73.91062,"(40.733597, -73.91062)",Driver Inattention/Distraction,Unspecified,4407834,Sedan
04/14/2021,6:45,STATEN ISLAND,10308,40.54048,-74.153404,"(40.54048, -74.153404)",View Obstructed/Limited,Unspecified,4407338,Station Wagon/Sport Utility Vehicle
04/14/2021,22:43,,,40.738403,-73.93864,"(40.738403, -73.93864)",Driver Inattention/Distraction,Unspecified,4407397,Pick-up Truck
04/15/2021,16:55,,,40.68039,-73.94956,"(40.68039, -73.94956)",Driver Inattention/Distraction,Unspecified,4408109,Sedan
04/14/2021,18:00,BRONX,10451,40.817627,-73.92366,"(40.817627, -73.92366)",Backing Unsafely,Unspecified,4407683,Station Wagon/Sport Utility Vehicle
04/15/2021,12:26,MANHATTAN,10001,40.751446,-74.001434,"(40.751446, -74.001434)",Failure to Yield Right-of-Way,Turning Improperly,4407829,Station Wagon/Sport Utility Vehicle
9/11/2021,22:15,BRONX,10468,40.86418,-73.90119,"(40.86418, -73.90119)",Unspecified,,4456397,Motorcycle
04/15/2021,8:10,MANHATTAN,10022,40.76161,-73.97076,"(40.76161, -73.97076)",Driver Inexperience,Unspecified,4407496,Station Wagon/Sport Utility Vehicle
04/15/2021,16:00,BROOKLYN,11221,40.689648,-73.9184,"(40.689648, -73.9184)",Unspecified,,4407609,Sedan
04/14/2021,16:00,QUEENS,11373,40.741634,-73.88266,"(40.741634, -73.88266)",Driver Inattention/Distraction,Driver Inattention/Distraction,4407441,Station Wagon/Sport Utility Vehicle
04/15/2021,18:30,BROOKLYN,11223,40.596977,-73.97324,"(40.596977, -73.97324)",Unspecified,Unspecified,4407689,Sedan
04/16/2021,14:56,BROOKLYN,11220,40.63864,-74.02245,"(40.63864, -74.02245)",Unspecified,Unspecified,4407861,Station Wagon/Sport Utility Vehicle
04/14/2021,17:30,STATEN ISLAND,10306,40.565254,-74.1301,"(40.565254, -74.1301)",Unspecified,,4407350,Sedan
04/14/2021,7:15,BROOKLYN,11207,40.655895,-73.898224,"(40.655895, -73.898224)",Unspecified,,4407721,Sedan
04/14/2021,20:10,BROOKLYN,11238,40.68821,-73.96583,"(40.68821, -73.96583)",Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4407381,Station Wagon/Sport Utility Vehicle
04/15/2021,9:28,MANHATTAN,10002,40.71649,-73.98484,"(40.71649, -73.98484)",Unspecified,,4407653,Station Wagon/Sport Utility Vehicle
04/14/2021,9:05,QUEENS,11432,,,,Driver Inattention/Distraction,,4407299,Station Wagon/Sport Utility Vehicle
04/14/2021,10:49,,,,,,Driver Inattention/Distraction,Unspecified,4407590,Station Wagon/Sport Utility Vehicle
04/16/2021,14:30,BRONX,10467,40.876785,-73.87446,"(40.876785, -73.87446)",Passing Too Closely,Unspecified,4407896,Sedan
04/16/2021,18:05,BRONX,10467,40.86367,-73.86741,"(40.86367, -73.86741)",Alcohol Involvement,Unspecified,4407914,Sedan
04/14/2021,0:00,BRONX,10460,40.835827,-73.89068,"(40.835827, -73.89068)",Driver Inexperience,Unspecified,4407512,Sedan
04/15/2021,15:37,MANHATTAN,10029,40.793396,-73.94043,"(40.793396, -73.94043)",Unspecified,,4408427,Sedan
04/14/2021,17:20,BRONX,10472,40.84827,-73.88312,"(40.84827, -73.88312)",Failure to Yield Right-of-Way,Driver Inexperience,4407532,E-Bike
04/14/2021,23:17,,,40.656273,-73.90731,"(40.656273, -73.90731)",Driver Inexperience,Unspecified,4408086,Sedan
04/16/2021,9:25,BROOKLYN,11205,40.693462,-73.965485,"(40.693462, -73.965485)",Driver Inattention/Distraction,Unspecified,4407856,Station Wagon/Sport Utility Vehicle
04/15/2021,16:00,BROOKLYN,11207,40.66725,-73.88799,"(40.66725, -73.88799)",Unspecified,Unspecified,4407729,Van
