`,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,COLLISION_ID,VEHICLE TYPE CODE 1
04/15/2021,23:09,QUEENS,11420,40.680496,-73.821365,"(40.680496, -73.821365)",Passing Too Closely,Unspecified,4408419,Sedan
04/16/2021,15:32,BROOKLYN,11210,40.61924,-73.954124,"(40.61924, -73.954124)",Failure to Yield Right-of-Way,Unspecified,4408036,Station Wagon/Sport Utility Vehicle
04/16/2021,22:45,BROOKLYN,11209,40.629105,-74.034645,"(40.629105, -74.034645)",Unspecified,,4407871,Sedan
04/14/2021,11:40,BROOKLYN,11237,40.699818,-73.920135,"(40.699818, -73.920135)",Passing Too Closely,Unspecified,4407551,Sedan
04/14/2021,14:15,,,,,,Driver Inattention/Distraction,Unspecified,4407481,Sedan
04/14/2021,10:10,QUEENS,11412,40.69802,-73.7623,"(40.69802, -73.7623)",Driver Inattention/Distraction,Unspecified,4407341,Sedan
4/10/2021,0:00,,,,,,Passing or Lane Usage Improper,Unspecified,4407974,Sedan
04/15/2021,20:00,STATEN ISLAND,10304,,,,Unspecified,,4408310,Sedan
04/16/2021,12:30,BROOKLYN,11230,40.62893,-73.971375,"(40.62893, -73.971375)",Unspecified,Unspecified,4408040,Station Wagon/Sport Utility Vehicle
04/16/2021,16:15,MANHATTAN,10032,40.831177,-73.942085,"(40.831177, -73.942085)",Driver Inattention/Distraction,Unspecified,4408069,Taxi
4/02/2021,18:00,BROOKLYN,11213,40.675037,-73.930534,"(40.675037, -73.930534)",Passing or Lane Usage Improper,Unspecified,4408267,Pick-up Truck
04/14/2021,19:01,BROOKLYN,11226,40.64884,-73.95102,"(40.64884, -73.95102)",Driver Inattention/Distraction,Unspecified,4407358,Station Wagon/Sport Utility Vehicle
9/11/2021,13:30,QUEENS,11361,40.757725,-73.779274,"(40.757725, -73.779274)",Driver Inattention/Distraction,Unspecified,4455876,Sedan
04/15/2021,10:13,MANHATTAN,10021,40.766586,-73.9531,"(40.766586, -73.9531)",Passing Too Closely,Unspecified,4407695,3-Door
04/14/2021,9:40,BRONX,10465,40.833126,-73.828285,"(40.833126, -73.828285)",Unspecified,,4407265,Station Wagon/Sport Utility Vehicle
4/10/2021,22:06,BRONX,10452,40.834675,-73.930275,"(40.834675, -73.930275)",Following Too Closely,Unspecified,4408300,Taxi
04/13/2021,8:04,BROOKLYN,11229,40.600883,-73.958694,"(40.600883, -73.958694)",Driver Inattention/Distraction,Unspecified,4407768,Sedan
04/15/2021,23:06,BRONX,10458,40.863647,-73.8918,"(40.863647, -73.8918)",Traffic Control Disregarded,Unspecified,4407680,Sedan
04/14/2021,12:00,,,40.593002,-74.159,"(40.593002, -74.159)",Passing Too Closely,Unspecified,4407494,Sedan
4/10/2021,4:45,BROOKLYN,11221,40.689426,-73.94223,"(40.689426, -73.94223)",Traffic Control Disregarded,Unspecified,4408304,Sedan
04/14/2021,17:30,,,40.75458,-73.99915,"(40.75458, -73.99915)",Passing or Lane Usage Improper,Unspecified,4407827,Box Truck
04/14/2021,22:40,,,40.741394,-73.82303,"(40.741394, -73.82303)",Unspecified,Unspecified,4407399,Station Wagon/Sport Utility Vehicle
04/14/2021,12:47,BROOKLYN,11207,40.676594,-73.89038,"(40.676594, -73.89038)",Turning Improperly,,4407740,Station Wagon/Sport Utility Vehicle
04/16/2021,14:30,,,40.76468,-73.9643,"(40.76468, -73.9643)",Backing Unsafely,,4408392,Sedan
04/15/2021,0:00,MANHATTAN,10032,40.832764,-73.94583,"(40.832764, -73.94583)",Driver Inattention/Distraction,Unspecified,4407822,Sedan
04/14/2021,6:55,,,40.698544,-73.96236,"(40.698544, -73.96236)",Following Too Closely,,4407655,Station Wagon/Sport Utility Vehicle
04/14/2021,19:00,QUEENS,11372,40.747536,-73.89344,"(40.747536, -73.89344)",Unspecified,,4407712,Station Wagon/Sport Utility Vehicle
04/14/2021,17:00,STATEN ISLAND,10312,40.540833,-74.159386,"(40.540833, -74.159386)",Failure to Yield Right-of-Way,Unspecified,4407343,Station Wagon/Sport Utility Vehicle
04/14/2021,6:15,QUEENS,11413,40.670017,-73.746185,"(40.670017, -73.746185)",Unspecified,,4407364,Sedan
04/15/2021,8:15,BROOKLYN,11205,40.694996,-73.97022,"(40.694996, -73.97022)",Passing or Lane Usage Improper,Unspecified,4407560,Sedan
04/16/2021,13:45,BROOKLYN,11233,40.676758,-73.917404,"(40.676758, -73.917404)",Following Too Closely,Unspecified,4408232,Taxi
04/14/2021,16:25,MANHATTAN,10035,40.80124,-73.94183,"(40.80124, -73.94183)",Driver Inattention/Distraction,Unspecified,4407529,Sedan
04/15/2021,0:01,,,,,,Unsafe Lane Changing,Unspecified,4407535,Taxi
04/15/2021,3:00,BROOKLYN,11208,40.667377,-73.880394,"(40.667377, -73.880394)",Unsafe Speed,Unspecified,4407744,Sedan
04/15/2021,9:00,,,40.734135,-73.9992,"(40.734135, -73.9992)",Driver Inattention/Distraction,Unspecified,4407854,Beverage Truck
04/14/2021,7:40,BROOKLYN,11233,40.679935,-73.91389,"(40.679935, -73.91389)",Other Vehicular,Other Vehicular,4407250,Station Wagon/Sport Utility Vehicle
9/11/2021,20:15,QUEENS,11428,40.715252,-73.74891,"(40.715252, -73.74891)",Unspecified,Unspecified,4455943,Sedan
04/16/2021,8:00,BROOKLYN,11217,40.684475,-73.97408,"(40.684475, -73.97408)",Driver Inattention/Distraction,Unspecified,4407783,Station Wagon/Sport Utility Vehicle
04/15/2021,5:27,BROOKLYN,11231,40.67816,-74.01416,"(40.67816, -74.01416)",Driver Inexperience,Unspecified,4408325,Sedan
04/15/2021,18:10,QUEENS,11692,,,,Driver Inattention/Distraction,Unspecified,4407926,Station Wagon/Sport Utility Vehicle
04/16/2021,17:15,,,40.79099,-73.96518,"(40.79099, -73.96518)",Passing Too Closely,Unspecified,4407877,Station Wagon/Sport Utility Vehicle
04/14/2021,16:42,,,40.780125,-73.95304,"(40.780125, -73.95304)",Driver Inattention/Distraction,Unspecified,4407443,Box Truck
04/15/2021,14:56,MANHATTAN,10029,40.800262,-73.94554,"(40.800262, -73.94554)",Unspecified,Unspecified,4407751,Station Wagon/Sport Utility Vehicle
04/15/2021,20:50,BROOKLYN,11217,40.682842,-73.9766,"(40.682842, -73.9766)",Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,4407890,Pick-up Truck
04/15/2021,18:16,BROOKLYN,11212,40.660316,-73.913216,"(40.660316, -73.913216)",Driver Inattention/Distraction,Traffic Control Disregarded,4408065,Sedan
4/04/2021,4:00,MANHATTAN,10027,40.8053,-73.94728,"(40.8053, -73.94728)",Unspecified,Unspecified,4407772,Sedan
04/15/2021,16:10,,,40.834507,-73.91772,"(40.834507, -73.91772)",Traffic Control Disregarded,,4408189,Station Wagon/Sport Utility Vehicle
04/16/2021,21:20,QUEENS,11103,40.758224,-73.91741,"(40.758224, -73.91741)",Backing Unsafely,Unspecified,4408021,Station Wagon/Sport Utility Vehicle
04/14/2021,12:00,MANHATTAN,10031,40.824734,-73.94854,"(40.824734, -73.94854)",Driver Inattention/Distraction,Driver Inattention/Distraction,4407310,Sedan
04/14/2021,18:14,BRONX,10464,40.855873,-73.79149,"(40.855873, -73.79149)",Unspecified,Unspecified,4408400,Sedan
04/15/2021,21:42,BROOKLYN,11208,40.686115,-73.86992,"(40.686115, -73.86992)",Unspecified,,4407749,Station Wagon/Sport Utility Vehicle
04/16/2021,12:00,BROOKLYN,11205,40.693176,-73.95214,"(40.693176, -73.95214)",Passing Too Closely,Unspecified,4408294,Sedan
04/16/2021,12:07,QUEENS,11368,40.755337,-73.843254,"(40.755337, -73.843254)",Driver Inattention/Distraction,Driver Inattention/Distraction,4408206,Sedan
04/14/2021,18:55,BROOKLYN,11203,40.641895,-73.93324,"(40.641895, -73.93324)",Failure to Yield Right-of-Way,Unspecified,4408117,Station Wagon/Sport Utility Vehicle
04/14/2021,18:38,BRONX,10452,40.83878,-73.918106,"(40.83878, -73.918106)",Passing Too Closely,Unspecified,4407498,Sedan
4/11/2021,9:20,,,40.663227,-73.93159,"(40.663227, -73.93159)",Unspecified,Unspecified,4408102,Sedan
04/14/2021,1:00,QUEENS,11370,40.76151,-73.88361,"(40.76151, -73.88361)",Driver Inattention/Distraction,Unspecified,4407241,Station Wagon/Sport Utility Vehicle
04/16/2021,14:00,BROOKLYN,11206,40.70042,-73.956566,"(40.70042, -73.956566)",Oversized Vehicle,Unspecified,4408362,Sedan
04/14/2021,2:10,STATEN ISLAND,10305,40.609436,-74.0694,"(40.609436, -74.0694)",Driver Inattention/Distraction,Unspecified,4407371,Sedan
04/14/2021,12:30,BROOKLYN,11220,40.64393,-73.99933,"(40.64393, -73.99933)",Unspecified,Unspecified,4407526,Sedan
04/16/2021,10:50,,,40.61636,-74.15677,"(40.61636, -74.15677)",Driver Inattention/Distraction,Driver Inexperience,4407799,Station Wagon/Sport Utility Vehicle
04/15/2021,17:30,QUEENS,11369,40.761303,-73.86043,"(40.761303, -73.86043)",Driver Inattention/Distraction,Unspecified,4407716,Station Wagon/Sport Utility Vehicle
04/16/2021,16:28,BROOKLYN,11205,40.694836,-73.96915,"(40.694836, -73.96915)",Alcohol Involvement,Unspecified,4407859,Pick-up Truck
04/16/2021,11:30,BROOKLYN,11224,40.580658,-73.985664,"(40.580658, -73.985664)",Backing Unsafely,Unspecified,4408058,Sedan
04/15/2021,17:45,BRONX,10469,40.872303,-73.84665,"(40.872303, -73.84665)",Unspecified,Unspecified,4408096,Sedan
4/10/2021,22:55,BROOKLYN,11226,40.639805,-73.95132,"(40.639805, -73.95132)",Unspecified,Unspecified,4408115,Sedan
04/14/2021,7:00,QUEENS,11691,40.60871,-73.74768,"(40.60871, -73.74768)",Other Vehicular,,4407479,Sedan
04/16/2021,16:55,QUEENS,11370,40.758156,-73.89627,"(40.758156, -73.89627)",Failure to Yield Right-of-Way,Unspecified,4407920,Sedan
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
